
"dt","job_id","company_id","impression_1d","view_1d","apply_1d","hire_1d","uniq_user_1d"
"2025-12-03",253,92,27,41,35,8,111
"2025-12-08",1119,372,97,98,95,30,320
"2025-11-29",202,73,75,77,76,31,259
"2025-12-09",651,214,86,84,84,57,311
"2025-12-15",430,146,58,46,50,17,171
"2025-12-13",37,14,36,29,17,10,92
"2025-12-21",836,278,71,78,57,14,220
"2025-11-28",166,62,22,23,24,8,77
"2025-11-24",200,72,29,36,36,22,123
"2025-12-19",261,94,8,5,10,3,26
"2025-12-10",841,280,28,26,21,4,79
"2025-11-26",1235,414,32,22,29,15,98
"2025-12-13",25,10,18,10,6,0,34
"2025-12-14",1354,454,11,13,15,7,46
"2025-12-08",440,148,10,11,8,9,38
"2025-12-05",544,180,91,88,88,40,307
"2025-12-01",188,69,22,20,21,7,70
"2025-12-05",32,13,28,28,23,8,87
"2025-12-04",517,172,95,92,97,37,321
"2025-12-06",736,241,35,35,40,15,124
"2025-12-06",566,187,3,2,4,1,10
"2025-12-14",814,272,99,97,94,9,299
"2025-12-01",1306,438,80,79,82,36,277
"2025-12-10",977,324,12,20,6,13,51
"2025-12-18",793,261,28,26,32,14,100
"2025-12-05",1043,347,32,41,42,17,132
"2025-12-16",103,38,28,20,31,9,88
"2025-12-04",327,114,91,91,94,49,325
"2025-11-29",558,185,46,56,57,23,182
"2025-12-04",1092,361,68,69,64,9,210
"2025-12-11",1207,406,57,58,61,25,201
"2025-12-01",273,97,11,19,10,1,41
"2025-12-03",1075,357,50,49,53,21,173
"2025-12-11",190,69,29,17,31,7,84
"2025-11-27",741,244,5,0,3,2,10
"2025-12-12",1291,435,29,35,32,4,100
"2025-12-14",704,232,19,28,28,14,89
"2025-11-29",539,179,20,23,15,6,64
"2025-12-16",1113,369,42,34,36,22,134
"2025-12-13",532,178,77,79,73,7,236
"2025-12-18",1294,435,52,60,50,9,171
"2025-12-13",1165,392,44,59,60,10,173
"2025-12-22",1342,451,2,6,2,2,12
"2025-12-06",355,124,56,63,63,19,201
"2025-11-26",219,79,10,7,7,4,28
"2025-12-17",60,23,96,95,98,41,330
"2025-12-16",873,289,87,82,79,11,259
"2025-12-03",1144,382,85,91,83,48,307
"2025-12-03",980,325,88,87,78,40,293
"2025-12-06",1146,383,53,64,55,43,215
"2025-12-15",1181,398,20,19,18,9,66
"2025-12-09",328,114,74,78,72,53,277
"2025-11-24",1159,390,44,44,41,29,158
"2025-12-10",125,47,10,9,11,5,35
"2025-11-25",1339,450,51,65,52,18,186
"2025-12-01",833,277,96,95,97,48,336
"2025-12-01",243,86,60,56,50,43,209
"2025-12-01",393,136,56,71,55,10,192
"2025-12-01",744,245,61,65,61,33,220
"2025-11-24",220,80,39,30,41,14,124
"2025-12-08",943,314,11,9,7,3,30
"2025-12-05",531,178,81,71,75,7,234
"2025-12-22",479,159,35,52,51,32,170
"2025-12-17",907,302,32,35,28,16,111
"2025-11-28",939,312,87,84,91,47,309
"2025-12-06",181,67,67,58,61,28,214
"2025-11-28",225,81,67,75,72,36,250
"2025-12-20",4,2,99,95,93,36,323
"2025-12-10",342,120,49,55,51,38,193
"2025-12-01",952,317,42,35,30,10,117
"2025-12-19",1153,385,67,67,69,7,210
"2025-12-17",903,301,25,27,19,8,79
"2025-12-03",10,4,75,66,69,19,229
"2025-11-26",1311,441,61,57,61,7,186
"2025-12-18",877,291,96,89,98,30,313
"2025-12-14",140,52,29,30,53,16,128
"2025-12-20",1236,414,46,46,46,14,152
"2025-12-15",775,255,10,8,9,3,30
"2025-12-12",408,141,77,87,83,52,299
"2025-12-08",1130,377,25,23,30,16,94
"2025-12-17",1064,352,94,89,91,32,306
"2025-12-14",889,295,65,69,69,18,221
"2025-12-16",1272,425,15,14,8,10,47
"2025-12-23",1059,351,55,60,57,10,182
"2025-12-22",1437,485,79,79,80,18,256
"2025-12-21",986,326,42,44,50,15,151
"2025-12-21",1142,381,82,79,80,44,285
"2025-12-20",185,68,12,10,9,6,37
"2025-12-14",1023,340,90,95,95,47,327
"2025-12-01",1151,384,30,28,17,9,84
"2025-12-02",882,292,89,92,88,34,303
"2025-12-22",82,30,30,39,46,12,127
"2025-12-09",1123,373,81,78,79,36,274
"2025-12-12",491,165,85,86,91,21,283
"2025-12-18",233,84,35,32,25,22,114
"2025-12-17",925,309,36,28,30,20,114
"2025-12-19",1394,467,94,96,98,45,333
"2025-12-18",940,312,84,82,72,37,275
"2025-12-14",1183,399,21,29,29,8,87
"2025-12-20",847,281,7,5,8,2,22
"2025-11-28",175,65,96,98,97,23,314
"2025-12-04",1443,487,40,48,47,19,154
"2025-12-16",27,10,29,27,10,0,66
"2025-11-23",1285,433,34,34,34,17,119
"2025-12-17",1271,424,58,61,61,32,212
"2025-12-11",1456,492,95,98,94,80,367
"2025-11-25",173,64,19,29,22,16,86
"2025-11-25",49,19,69,69,79,35,252
"2025-12-18",439,148,90,91,90,44,314
"2025-12-01",70,26,62,66,65,21,214
"2025-12-02",672,222,24,24,22,9,79
"2025-11-28",1400,470,23,17,17,13,70
"2025-12-07",1467,495,23,21,15,3,62
"2025-12-09",555,184,71,72,73,27,243
"2025-11-30",1248,417,27,33,35,26,121
"2025-12-11",73,27,28,26,22,1,77
"2025-12-14",14,6,77,84,75,45,281
"2025-11-25",808,269,22,14,23,16,75
"2025-12-08",1041,347,31,30,23,9,93
"2025-11-25",1217,408,50,43,50,9,152
"2025-12-09",541,180,17,28,17,8,70
"2025-12-08",1448,490,77,79,84,34,274
"2025-12-02",1388,466,74,74,81,51,280
"2025-12-14",1302,437,59,56,61,20,196
"2025-12-08",800,265,24,19,16,6,65
"2025-12-21",1297,436,43,35,50,20,148
"2025-12-20",638,211,59,47,53,23,182
"2025-11-23",550,182,100,100,100,56,356
"2025-12-09",1105,368,77,73,78,44,272
"2025-12-18",644,212,87,85,89,41,301
"2025-12-17",811,271,82,89,84,50,305
"2025-12-16",1266,423,49,57,55,7,168
"2025-12-15",1139,380,44,42,45,10,141
"2025-12-01",114,42,45,57,53,23,178
"2025-12-04",1008,335,43,38,54,12,147
"2025-11-24",1406,474,7,3,3,1,14
"2025-12-13",410,141,51,51,55,46,203
"2025-12-12",853,283,91,97,98,33,319
"2025-12-04",1368,459,21,21,23,6,71
"2025-12-21",1200,403,22,24,22,14,82
"2025-12-11",44,16,14,11,20,5,50
"2025-12-20",1485,500,60,60,57,9,186
"2025-11-27",448,150,32,37,38,17,124
"2025-12-14",178,66,6,13,10,2,31
"2025-12-03",1253,420,55,53,61,34,203
"2025-12-17",787,260,56,42,48,9,155
"2025-12-04",861,286,68,65,58,23,214
"2025-12-06",505,168,83,82,83,47,295
"2025-11-29",1048,349,38,25,37,17,117
"2025-12-08",326,113,80,79,78,21,258
"2025-12-09",848,282,57,66,58,42,223
"2025-12-08",588,194,77,68,63,42,250
"2025-12-16",1160,390,5,6,6,6,23
"2025-12-11",886,294,87,84,88,28,287
"2025-12-22",649,213,88,85,89,23,285
"2025-12-15",246,89,47,50,49,4,150
"2025-12-08",1340,450,33,31,31,17,112
"2025-12-02",605,198,39,47,33,25,144
"2025-12-10",217,78,96,96,97,25,314
"2025-12-18",899,299,56,51,48,7,162
"2025-12-23",521,175,49,46,47,13,155
"2025-12-05",150,55,48,41,43,5,137
"2025-11-29",859,285,80,83,77,55,295
"2025-12-13",640,211,84,90,90,51,315
"2025-11-28",489,164,26,32,40,11,109
"2025-11-30",1412,477,88,86,85,60,319
"2025-11-25",147,55,14,9,12,3,38
"2025-11-29",1430,482,78,81,75,24,258
"2025-12-07",524,176,79,77,77,29,262
"2025-11-27",248,90,94,98,98,14,304
"2025-11-25",1091,361,100,100,100,17,316
"2025-12-02",133,50,82,78,75,58,293
"2025-12-08",483,161,26,28,21,21,96
"2025-11-23",1406,474,93,97,97,46,333
"2025-12-12",587,194,15,13,21,9,58
"2025-12-15",508,169,93,98,95,13,299
"2025-12-18",324,113,93,79,89,20,281
"2025-12-21",619,203,80,76,82,14,252
"2025-12-22",442,149,86,91,86,28,291
"2025-12-15",1035,345,22,17,22,5,66
"2025-12-03",1344,451,66,73,71,29,239
"2025-12-05",163,61,64,61,62,11,198
"2025-12-01",356,124,71,54,68,29,222
"2025-12-18",799,264,94,93,91,56,334
"2025-12-17",974,323,13,22,27,6,68
"2025-12-16",764,251,41,45,45,33,163
"2025-12-18",1057,351,27,25,26,6,84
"2025-11-24",1285,433,66,66,66,21,219
"2025-12-01",1215,408,14,10,19,5,48
"2025-11-27",458,153,62,53,54,15,184
"2025-12-18",655,217,40,46,45,11,142
"2025-12-05",523,175,24,29,30,7,90
"2025-12-06",778,256,56,50,53,18,177
"2025-12-18",369,129,81,67,71,28,247
"2025-12-20",1319,445,46,55,55,19,175
"2025-12-22",1052,350,69,76,59,18,222
"2025-12-15",1468,495,75,72,69,22,237
"2025-12-11",740,243,32,32,44,20,128
"2025-12-03",121,45,34,37,34,3,108
"2025-12-08",196,71,10,3,4,0,17
"2025-12-19",790,260,49,51,63,5,168
"2025-12-22",1392,467,20,21,18,16,75
"2025-12-19",860,285,23,21,33,11,88
"2025-12-10",1414,477,28,31,34,16,109
"2025-12-17",1336,449,58,51,50,33,192
"2025-12-13",1195,402,40,49,42,19,150
"2025-11-25",1433,484,31,31,26,11,99
"2025-12-13",24,10,28,25,25,1,79
"2025-12-09",876,290,62,55,62,6,185
"2025-12-12",1228,411,32,31,37,19,119
"2025-12-02",424,144,60,54,62,33,209
"2025-12-18",827,276,93,97,96,49,335
"2025-12-23",1187,400,76,77,77,14,244
"2025-12-21",9,4,45,41,40,12,138
"2025-12-21",183,68,26,27,27,17,97
"2025-11-29",1338,450,28,18,21,19,86
"2025-12-07",426,145,82,84,91,55,312
"2025-12-05",443,149,90,84,91,22,287
"2025-12-02",1308,439,2,3,7,0,12
"2025-11-28",434,147,41,41,42,20,144
"2025-11-29",926,309,67,57,63,22,209
"2025-11-27",666,221,83,75,66,45,268
"2025-11-29",22,9,71,75,75,49,270
"2025-11-26",45,16,92,92,96,16,296
"2025-12-15",1148,384,3,2,2,0,7
"2025-12-11",1301,437,8,7,9,5,29
"2025-11-23",1190,401,82,87,77,35,281
"2025-12-11",679,224,1,1,3,0,5
"2025-12-04",529,177,3,3,7,1,14
"2025-12-04",149,55,81,83,89,8,261
"2025-12-13",906,302,28,18,27,13,86
"2025-12-14",15,7,48,41,46,5,140
"2025-12-04",234,84,27,37,32,24,120
"2025-12-22",522,175,21,16,18,3,58
"2025-12-10",1001,333,27,27,23,11,88
"2025-12-12",696,230,77,57,59,42,235
"2025-12-16",1166,393,31,32,22,1,86
"2025-12-02",253,92,73,59,65,24,221
"2025-12-10",130,49,41,40,55,9,145
"2025-12-14",705,232,67,53,57,26,203
"2025-11-28",785,258,18,21,21,3,63
"2025-12-01",1,1,21,24,26,14,85
"2025-12-01",1355,455,66,69,63,5,203
"2025-12-15",662,218,75,74,83,33,265
"2025-12-03",1005,334,61,58,62,26,207
"2025-11-27",357,125,27,28,35,2,92
"2025-12-23",35,13,27,27,27,13,94
"2025-12-19",482,161,83,83,84,48,298
"2025-12-02",122,45,5,10,2,0,17
"2025-12-11",841,280,72,74,79,8,233
"2025-12-18",261,94,92,95,90,24,301
"2025-12-08",306,108,100,100,100,24,323
"2025-12-15",1171,395,17,18,12,3,50
"2025-11-29",166,62,78,77,76,45,276
"2025-12-20",364,127,25,34,37,10,106
"2025-11-25",692,228,49,46,52,32,179
"2025-11-25",1286,433,27,20,23,9,79
"2025-11-26",457,153,18,21,19,6,64
"2025-12-16",490,165,95,99,96,26,316
"2025-12-12",37,14,64,71,83,9,227
"2025-12-21",1464,494,86,84,83,26,279
"2025-11-27",449,151,34,40,45,4,123
"2025-12-19",759,250,72,72,74,31,249
"2025-11-29",852,283,72,69,66,27,234
"2025-12-07",593,195,35,37,42,24,138
"2025-12-01",832,277,73,80,68,33,254
"2025-12-04",1425,480,67,64,68,18,217
"2025-12-01",660,218,21,12,17,7,57
"2025-12-01",745,245,61,50,58,37,206
"2025-12-15",1417,478,67,65,75,34,241
"2025-11-27",1280,428,58,59,59,43,219
"2025-11-25",227,82,78,82,77,18,255
"2025-12-16",1268,424,65,57,61,35,218
"2025-12-15",1206,406,28,34,23,7,92
"2025-12-15",72,26,64,75,78,34,251
"2025-12-06",844,281,68,65,52,16,201
"2025-11-26",1025,340,67,66,62,24,219
"2025-12-08",542,180,35,39,43,13,130
"2025-12-14",1356,456,72,78,74,32,256
"2025-11-24",1124,374,81,80,86,50,297
"2025-12-04",1227,411,85,84,77,36,282
"2025-11-29",1188,400,97,96,98,12,303
"2025-12-11",834,277,62,67,64,22,215
"2025-12-22",1295,435,87,88,87,13,274
"2025-12-14",575,190,98,94,95,21,308
"2025-12-13",642,212,66,77,70,30,243
"2025-12-19",762,251,90,89,86,51,315
"2025-11-30",1457,492,43,39,40,35,157
"2025-12-12",320,112,79,82,81,38,280
"2025-12-02",615,202,5,12,8,0,25
"2025-11-30",1353,454,11,6,9,5,31
"2025-12-11",394,136,14,17,17,5,53
"2025-12-04",795,263,38,31,34,16,119
"2025-12-06",1420,479,28,28,35,4,95
"2025-12-20",184,68,47,51,47,16,161
"2025-11-29",1126,375,16,27,27,14,84
"2025-12-04",1445,488,100,100,100,37,337
"2025-11-24",1190,401,18,13,23,8,62
"2025-12-17",915,304,78,87,82,25,272
"2025-12-19",801,265,25,31,29,12,97
"2025-11-27",1303,437,19,13,18,4,54
"2025-12-15",177,66,81,86,81,40,288
"2025-12-11",1081,358,42,34,39,21,136
"2025-12-02",1254,420,16,23,21,11,71
"2025-12-10",212,76,80,69,80,26,255
"2025-11-29",766,253,64,59,57,28,208
"2025-12-18",540,180,90,85,88,36,299
"2025-12-05",909,302,38,45,50,19,152
"2025-12-14",1083,359,95,98,94,43,330
"2025-11-29",309,109,43,50,43,28,164
"2025-12-04",1120,372,38,34,33,14,119
"2025-12-13",39,15,22,11,18,6,57
"2025-12-21",1028,341,53,51,48,27,179
"2025-11-24",374,131,32,39,29,8,108
"2025-12-16",26,10,93,98,93,14,298
"2025-11-28",174,65,7,1,1,0,9
"2025-12-02",710,233,6,4,5,1,16
"2025-12-17",1046,348,60,62,65,33,220
"2025-12-04",1370,461,8,14,21,4,47
"2025-11-29",409,141,66,68,62,43,239
"2025-11-29",1112,369,70,74,82,33,259
"2025-11-28",1288,434,94,92,97,7,290
"2025-12-11",1380,464,99,97,96,47,338
"2025-12-17",828,276,94,98,96,35,323
"2025-11-24",1115,370,78,82,87,62,309
"2025-12-17",1284,432,33,28,21,12,94
"2025-12-15",978,324,44,53,46,20,163
"2025-12-09",654,216,92,89,86,29,296
"2025-11-26",285,100,35,39,31,10,114
"2025-11-24",144,54,95,96,95,29,315
"2025-12-18",1122,373,27,22,27,17,93
"2025-12-17",110,41,33,32,32,11,108
"2025-12-02",1389,466,27,28,31,21,107
"2025-12-21",1296,436,37,39,41,17,134
"2025-11-26",1349,452,65,62,65,29,221
"2025-12-06",527,177,44,37,48,16,145
"2025-12-07",675,223,38,38,38,33,147
"2025-12-22",798,264,49,66,61,29,205
"2025-11-29",1132,377,39,37,32,18,126
"2025-12-05",1164,391,27,26,22,10,85
"2025-12-09",162,61,57,62,57,6,182
"2025-12-07",1379,464,77,77,73,35,262
"2025-12-01",1419,479,73,71,74,13,231
"2025-12-22",325,113,59,66,63,18,206
"2025-12-12",223,81,47,44,49,21,161
"2025-12-02",123,46,9,13,8,1,31
"2025-12-03",994,330,70,68,69,35,242
"2025-12-01",815,272,12,6,11,0,29
"2025-11-26",13,6,98,96,96,52,342
"2025-12-14",1415,477,57,66,53,41,217
"2025-12-18",1393,467,14,9,5,7,35
"2025-12-10",574,189,14,20,16,10,60
"2025-12-18",1197,403,6,4,7,5,22
"2025-11-27",609,200,14,9,9,0,32
"2025-12-22",969,320,96,99,94,50,339
"2025-11-23",61,23,95,96,96,29,316
"2025-12-22",1441,485,7,11,4,0,22
"2025-11-30",1137,379,45,27,37,13,122
"2025-12-17",199,72,53,55,44,24,176
"2025-12-11",1283,431,6,3,2,3,14
"2025-12-12",930,310,11,8,12,6,37
"2025-12-23",1040,346,20,20,18,8,66
"2025-12-03",1252,420,15,17,10,8,50
"2025-12-12",1405,474,44,50,53,11,158
"2025-11-24",61,23,5,4,4,0,13
"2025-12-07",1141,380,40,33,38,11,122
"2025-11-24",1428,481,100,100,100,31,331
"2025-12-09",813,271,29,29,31,24,113
"2025-12-05",1343,451,68,65,62,38,233
"2025-12-22",438,148,43,26,34,24,127
"2025-12-07",616,203,52,57,57,11,177
"2025-12-14",999,331,46,50,49,27,172
"2025-11-30",1305,438,96,97,97,74,364
"2025-12-04",851,283,79,80,85,27,270
"2025-12-13",1270,424,65,60,63,39,227
"2025-12-10",216,78,21,19,19,11,70
"2025-11-30",1034,344,64,74,70,20,228
"2025-12-01",988,327,89,94,91,33,307
"2025-11-29",548,181,16,15,18,2,51
"2025-11-29",197,72,40,58,46,23,167
"2025-11-29",447,150,61,67,56,34,218
"2025-12-16",51,20,8,2,6,1,17
"2025-12-12",1334,449,12,26,19,5,62
"2025-12-04",1449,490,97,97,98,36,328
"2025-12-01",602,197,87,83,72,50,292
"2025-11-30",1413,477,11,15,12,8,46
"2025-12-08",1364,458,70,62,65,8,205
"2025-11-26",955,317,47,44,38,15,144
"2025-12-11",597,196,17,14,15,3,49
"2025-12-03",1466,495,20,22,11,5,58
"2025-12-17",100,38,19,18,24,8,69
"2025-12-08",1069,354,52,59,57,19,187
"2025-12-17",1135,379,15,14,12,3,44
"2025-12-10",780,256,5,3,4,2,14
"2025-11-24",1455,492,43,37,42,20,142
"2025-12-23",516,172,42,42,40,17,141
"2025-12-15",1385,465,17,19,25,2,63
"2025-11-25",625,206,11,16,24,11,62
"2025-11-30",893,296,12,7,11,5,35
"2025-12-08",630,207,67,71,56,14,208
"2025-12-21",1014,337,71,67,64,34,236
"2025-12-11",890,295,88,77,72,30,267
"2025-12-22",416,143,69,71,72,17,229
"2025-12-19",1438,485,100,100,100,28,328
"2025-12-01",622,205,34,34,36,7,111
"2025-12-19",81,30,82,88,91,45,306
"2025-11-30",112,41,8,10,8,5,31
"2025-12-11",746,246,66,69,65,17,217
"2025-11-23",374,131,68,61,71,10,210
"2025-12-11",664,220,66,55,67,38,225
"2025-12-15",1469,495,45,55,57,18,175
"2025-11-25",512,170,15,14,16,8,53
"2025-12-14",1027,341,36,36,39,13,124
"2025-12-20",768,253,6,6,7,3,22
"2025-11-29",652,214,83,89,85,41,298
"2025-12-16",270,96,6,12,8,4,30
"2025-12-09",264,95,46,53,40,6,145
"2025-12-09",792,261,21,30,23,13,87
